road_name,road_distance,route_name,bus_station,brt_station,peak_hours,average_speed,travel_time,fare,landmark_nearby,road_type,traffic_lights_count,route_type,congestion_level,passenger_capacity,alternative_routes,bus_station_location,brt_station_location,geojson_data
Morogoro Road,25.6,Route 8,Ubungo,Kimara,07:00-09:00,53,27,1000,Uhuru Stadium,Feeder Road,8,Bus,Low,50,Alt-Morogoro Road,"-6.836039, 39.202417","-6.755404, 39.338469","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.202417, -6.836039]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 8', 'station': 'Ubungo', 'congestion_level': 'Low'}}"
Sam Nujoma Road,20.5,Route 13,Posta,Gerezani,17:00-19:00,16,76,1000,National Stadium,Highway,3,Bus,High,50,Alt-Sam Nujoma Road,"-6.840583, 39.398471","-6.754481, 39.307714","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.398471, -6.840583]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 13', 'station': 'Posta', 'congestion_level': 'High'}}"
Morogoro Road,12.2,Route 17,Tegeta,Kariakoo,17:00-19:00,44,115,700,Uhuru Stadium,Main Road,1,Bus,Low,50,Alt-Morogoro Road,"-6.716835, 39.330546","-6.880788, 39.285245","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.330546, -6.716835]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 17', 'station': 'Tegeta', 'congestion_level': 'Low'}}"
Nyerere Road,18.7,Route 6,Sinza,Ubungo,07:00-09:00,58,31,1000,National Stadium,Feeder Road,9,Bus,Low,50,Alt-Nyerere Road,"-6.761242, 39.385465","-6.818362, 39.362846","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.385465, -6.761242]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 6', 'station': 'Sinza', 'congestion_level': 'Low'}}"
Ali Hassan Mwinyi Road,18.7,Route 13,Ubungo,Magomeni,17:00-19:00,55,23,700,Posta City Center,Highway,5,Bus,Low,50,Alt-Ali Hassan Mwinyi Road,"-6.842452, 39.321491","-6.87225, 39.323026","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.321491, -6.842452]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 13', 'station': 'Ubungo', 'congestion_level': 'Low'}}"
Nyerere Road,25.6,Route 19,Tegeta,Magomeni,12:00-14:00,33,41,500,National Stadium,Highway,4,Bus,Medium,50,Alt-Nyerere Road,"-6.852883, 39.286558","-6.886073, 39.25049","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.286558, -6.852883]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 19', 'station': 'Tegeta', 'congestion_level': 'Medium'}}"
Nyerere Road,20.5,Route 12,Mbagala,Magomeni,17:00-19:00,48,106,700,Mlimani City Mall,Main Road,1,Bus,Low,50,Alt-Nyerere Road,"-6.825353, 39.249511","-6.835306, 39.311243","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.249511, -6.825353]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 12', 'station': 'Mbagala', 'congestion_level': 'Low'}}"
Nyerere Road,12.2,Route 5,Magomeni,Magomeni,07:00-09:00,16,84,500,Mlimani City Mall,Highway,4,Bus,High,50,Alt-Nyerere Road,"-6.720978, 39.243769","-6.846545, 39.283206","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.243769, -6.720978]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 5', 'station': 'Magomeni', 'congestion_level': 'High'}}"
Ali Hassan Mwinyi Road,20.5,Route 18,Mbagala,Gerezani,12:00-14:00,44,57,2000,Mlimani City Mall,Highway,7,Bus,Low,50,Alt-Ali Hassan Mwinyi Road,"-6.787031, 39.351945","-6.826869, 39.337834","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.351945, -6.787031]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 18', 'station': 'Mbagala', 'congestion_level': 'Low'}}"
Ali Hassan Mwinyi Road,20.5,Route 11,Kimara,Ubungo,07:00-09:00,18,98,500,National Stadium,Main Road,0,Bus,High,50,Alt-Ali Hassan Mwinyi Road,"-6.732682, 39.215031","-6.733865, 39.287955","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.215031, -6.732682]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 11', 'station': 'Kimara', 'congestion_level': 'High'}}"
Bagamoyo Road,20.5,Route 13,Mbagala,Ubungo,07:00-09:00,50,111,500,National Stadium,Feeder Road,5,Bus,Low,50,Alt-Bagamoyo Road,"-6.850492, 39.20287","-6.761773, 39.271894","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.20287, -6.850492]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 13', 'station': 'Mbagala', 'congestion_level': 'Low'}}"
Ali Hassan Mwinyi Road,18.7,Route 6,Tegeta,Mbezi,07:00-09:00,19,61,2000,Posta City Center,Highway,0,Bus,High,50,Alt-Ali Hassan Mwinyi Road,"-6.724796, 39.262214","-6.708865, 39.301977","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.262214, -6.724796]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 6', 'station': 'Tegeta', 'congestion_level': 'High'}}"
Nyerere Road,15.3,Route 7,Magomeni,Gerezani,07:00-09:00,14,51,1500,National Stadium,Highway,0,Bus,High,50,Alt-Nyerere Road,"-6.727055, 39.292985","-6.797716, 39.249457","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.292985, -6.727055]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 7', 'station': 'Magomeni', 'congestion_level': 'High'}}"
Sam Nujoma Road,12.2,Route 8,Kimara,Magomeni,12:00-14:00,41,77,1000,Mlimani City Mall,Highway,2,Bus,Low,50,Alt-Sam Nujoma Road,"-6.73037, 39.358139","-6.72887, 39.377834","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.358139, -6.73037]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 8', 'station': 'Kimara', 'congestion_level': 'Low'}}"
Bagamoyo Road,18.7,Route 15,Kimara,Ubungo,07:00-09:00,49,14,500,Mlimani City Mall,Feeder Road,8,Bus,Low,50,Alt-Bagamoyo Road,"-6.736155, 39.35589","-6.747355, 39.390625","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.35589, -6.736155]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 15', 'station': 'Kimara', 'congestion_level': 'Low'}}"
Sam Nujoma Road,20.5,Route 18,Mbagala,Kariakoo,12:00-14:00,30,32,700,Uhuru Stadium,Feeder Road,3,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.804894, 39.250549","-6.736802, 39.334395","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.250549, -6.804894]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 18', 'station': 'Mbagala', 'congestion_level': 'Medium'}}"
Bagamoyo Road,20.5,Route 17,Mwenge,Kivukoni,17:00-19:00,13,102,700,National Stadium,Main Road,5,Bus,High,50,Alt-Bagamoyo Road,"-6.799253, 39.296118","-6.803383, 39.389086","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.296118, -6.799253]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 17', 'station': 'Mwenge', 'congestion_level': 'High'}}"
Nyerere Road,15.3,Route 6,Kimara,Kivukoni,07:00-09:00,35,101,700,Kariakoo Market,Highway,6,Bus,Medium,50,Alt-Nyerere Road,"-6.765037, 39.376133","-6.822546, 39.302271","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.376133, -6.765037]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 6', 'station': 'Kimara', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,25.6,Route 6,Magomeni,Mbezi,07:00-09:00,55,92,1500,Posta City Center,Highway,9,Bus,Low,50,Alt-Sam Nujoma Road,"-6.702939, 39.214286","-6.839292, 39.234246","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.214286, -6.702939]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 6', 'station': 'Magomeni', 'congestion_level': 'Low'}}"
Ali Hassan Mwinyi Road,15.3,Route 5,Ubungo,Magomeni,07:00-09:00,15,113,1000,Uhuru Stadium,Feeder Road,7,Bus,High,50,Alt-Ali Hassan Mwinyi Road,"-6.840129, 39.267446","-6.816307, 39.292734","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.267446, -6.840129]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 5', 'station': 'Ubungo', 'congestion_level': 'High'}}"
Nyerere Road,25.6,Route 17,Tegeta,Kariakoo,07:00-09:00,20,119,2000,Mlimani City Mall,Main Road,0,Bus,Medium,50,Alt-Nyerere Road,"-6.825224, 39.210971","-6.733422, 39.241367","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.210971, -6.825224]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 17', 'station': 'Tegeta', 'congestion_level': 'Medium'}}"
Nyerere Road,18.7,Route 8,Tegeta,Mbezi,12:00-14:00,31,47,2000,Uhuru Stadium,Highway,3,Bus,Medium,50,Alt-Nyerere Road,"-6.845345, 39.399014","-6.863545, 39.233062","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.399014, -6.845345]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 8', 'station': 'Tegeta', 'congestion_level': 'Medium'}}"
Nyerere Road,20.5,Route 18,Posta,Kivukoni,17:00-19:00,48,72,2000,Mlimani City Mall,Main Road,3,Bus,Low,50,Alt-Nyerere Road,"-6.702247, 39.215392","-6.73875, 39.381506","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.215392, -6.702247]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 18', 'station': 'Posta', 'congestion_level': 'Low'}}"
Ali Hassan Mwinyi Road,18.7,Route 20,Ubungo,Gerezani,12:00-14:00,57,60,500,Mlimani City Mall,Feeder Road,3,Bus,Low,50,Alt-Ali Hassan Mwinyi Road,"-6.715779, 39.389561","-6.709757, 39.349133","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.389561, -6.715779]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 20', 'station': 'Ubungo', 'congestion_level': 'Low'}}"
Morogoro Road,18.7,Route 20,Magomeni,Gerezani,17:00-19:00,10,71,1000,Uhuru Stadium,Feeder Road,4,Bus,High,50,Alt-Morogoro Road,"-6.743894, 39.357708","-6.887898, 39.334972","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.357708, -6.743894]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 20', 'station': 'Magomeni', 'congestion_level': 'High'}}"
Bagamoyo Road,20.5,Route 7,Ubungo,Kivukoni,07:00-09:00,39,89,500,Kariakoo Market,Feeder Road,6,Bus,Medium,50,Alt-Bagamoyo Road,"-6.836915, 39.20275","-6.757684, 39.229192","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.20275, -6.836915]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 7', 'station': 'Ubungo', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,12.2,Route 9,Sinza,Gerezani,12:00-14:00,32,89,700,Mlimani City Mall,Feeder Road,0,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.8245, 39.303728","-6.896247, 39.291608","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.303728, -6.8245]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 9', 'station': 'Sinza', 'congestion_level': 'Medium'}}"
Bagamoyo Road,20.5,Route 11,Buguruni,Ubungo,07:00-09:00,42,59,1000,Posta City Center,Highway,9,Bus,Low,50,Alt-Bagamoyo Road,"-6.782255, 39.312675","-6.86386, 39.335935","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.312675, -6.782255]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 11', 'station': 'Buguruni', 'congestion_level': 'Low'}}"
Sam Nujoma Road,15.3,Route 16,Mwenge,Gerezani,12:00-14:00,32,54,2000,Uhuru Stadium,Highway,5,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.767897, 39.369798","-6.820038, 39.220897","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.369798, -6.767897]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 16', 'station': 'Mwenge', 'congestion_level': 'Medium'}}"
Morogoro Road,25.6,Route 9,Magomeni,Kivukoni,12:00-14:00,21,83,500,National Stadium,Highway,5,Bus,Medium,50,Alt-Morogoro Road,"-6.856624, 39.372531","-6.879911, 39.214381","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.372531, -6.856624]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 9', 'station': 'Magomeni', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,25.6,Route 1,Mwenge,Mbezi,17:00-19:00,23,111,2000,Mlimani City Mall,Highway,6,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.876055, 39.34961","-6.865888, 39.226138","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.34961, -6.876055]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 1', 'station': 'Mwenge', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,12.2,Route 18,Ubungo,Kariakoo,17:00-19:00,40,118,2000,Kariakoo Market,Main Road,3,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.752509, 39.397193","-6.768731, 39.255977","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.397193, -6.752509]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 18', 'station': 'Ubungo', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,18.7,Route 12,Ubungo,Kimara,17:00-19:00,46,49,1000,Uhuru Stadium,Feeder Road,6,Bus,Low,50,Alt-Sam Nujoma Road,"-6.735026, 39.232964","-6.718726, 39.212408","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.232964, -6.735026]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 12', 'station': 'Ubungo', 'congestion_level': 'Low'}}"
Sam Nujoma Road,25.6,Route 14,Mwenge,Mbezi,17:00-19:00,39,78,1500,Posta City Center,Feeder Road,0,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.749394, 39.248235","-6.79468, 39.241271","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.248235, -6.749394]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 14', 'station': 'Mwenge', 'congestion_level': 'Medium'}}"
Bagamoyo Road,20.5,Route 10,Kariakoo,Mbezi,17:00-19:00,38,37,1500,Uhuru Stadium,Main Road,2,Bus,Medium,50,Alt-Bagamoyo Road,"-6.874042, 39.292824","-6.792306, 39.239202","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.292824, -6.874042]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 10', 'station': 'Kariakoo', 'congestion_level': 'Medium'}}"
Morogoro Road,15.3,Route 16,Mwenge,Magomeni,07:00-09:00,58,83,500,Posta City Center,Feeder Road,9,Bus,Low,50,Alt-Morogoro Road,"-6.742785, 39.210274","-6.742473, 39.332587","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.210274, -6.742785]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 16', 'station': 'Mwenge', 'congestion_level': 'Low'}}"
Sam Nujoma Road,12.2,Route 13,Posta,Kariakoo,17:00-19:00,45,99,500,Uhuru Stadium,Feeder Road,4,Bus,Low,50,Alt-Sam Nujoma Road,"-6.847372, 39.281482","-6.85078, 39.352699","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.281482, -6.847372]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 13', 'station': 'Posta', 'congestion_level': 'Low'}}"
Sam Nujoma Road,25.6,Route 3,Sinza,Kimara,07:00-09:00,53,68,500,Uhuru Stadium,Feeder Road,1,Bus,Low,50,Alt-Sam Nujoma Road,"-6.84356, 39.219252","-6.794827, 39.207343","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.219252, -6.84356]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 3', 'station': 'Sinza', 'congestion_level': 'Low'}}"
Sam Nujoma Road,18.7,Route 17,Tegeta,Kivukoni,17:00-19:00,21,115,500,National Stadium,Main Road,4,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.823988, 39.208222","-6.702366, 39.255222","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.208222, -6.823988]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 17', 'station': 'Tegeta', 'congestion_level': 'Medium'}}"
Sam Nujoma Road,12.2,Route 19,Sinza,Magomeni,17:00-19:00,37,33,1000,Mlimani City Mall,Highway,3,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.876547, 39.324777","-6.703775, 39.280553","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.324777, -6.876547]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 19', 'station': 'Sinza', 'congestion_level': 'Medium'}}"
Nyerere Road,15.3,Route 14,Mbagala,Gerezani,07:00-09:00,46,101,2000,Kariakoo Market,Feeder Road,1,Bus,Low,50,Alt-Nyerere Road,"-6.758367, 39.270877","-6.895132, 39.265343","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.270877, -6.758367]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 14', 'station': 'Mbagala', 'congestion_level': 'Low'}}"
Bagamoyo Road,12.2,Route 7,Buguruni,Gerezani,17:00-19:00,11,71,2000,National Stadium,Main Road,9,Bus,High,50,Alt-Bagamoyo Road,"-6.780722, 39.346345","-6.854662, 39.33864","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.346345, -6.780722]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 7', 'station': 'Buguruni', 'congestion_level': 'High'}}"
Sam Nujoma Road,25.6,Route 6,Magomeni,Gerezani,07:00-09:00,22,17,1500,Mlimani City Mall,Main Road,2,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.762291, 39.222123","-6.755288, 39.337436","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.222123, -6.762291]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 6', 'station': 'Magomeni', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,18.7,Route 6,Magomeni,Gerezani,07:00-09:00,59,94,1500,Uhuru Stadium,Feeder Road,4,Bus,Low,50,Alt-Ali Hassan Mwinyi Road,"-6.707868, 39.268627","-6.838196, 39.397811","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.268627, -6.707868]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 6', 'station': 'Magomeni', 'congestion_level': 'Low'}}"
Morogoro Road,18.7,Route 3,Kariakoo,Mbezi,07:00-09:00,13,111,1500,Kariakoo Market,Main Road,2,Bus,High,50,Alt-Morogoro Road,"-6.715272, 39.311939","-6.791149, 39.396205","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.311939, -6.715272]}, 'properties': {'road_name': 'Morogoro Road', 'route_name': 'Route 3', 'station': 'Kariakoo', 'congestion_level': 'High'}}"
Ali Hassan Mwinyi Road,18.7,Route 8,Ubungo,Kariakoo,12:00-14:00,36,90,2000,Posta City Center,Feeder Road,9,Bus,Medium,50,Alt-Ali Hassan Mwinyi Road,"-6.882232, 39.309829","-6.867972, 39.231403","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.309829, -6.882232]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 8', 'station': 'Ubungo', 'congestion_level': 'Medium'}}"
Ali Hassan Mwinyi Road,18.7,Route 6,Kimara,Kivukoni,07:00-09:00,45,46,1000,Posta City Center,Highway,3,Bus,Low,50,Alt-Ali Hassan Mwinyi Road,"-6.833946, 39.236798","-6.880501, 39.368025","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.236798, -6.833946]}, 'properties': {'road_name': 'Ali Hassan Mwinyi Road', 'route_name': 'Route 6', 'station': 'Kimara', 'congestion_level': 'Low'}}"
Nyerere Road,20.5,Route 13,Ubungo,Kimara,12:00-14:00,16,20,1500,Uhuru Stadium,Main Road,7,Bus,High,50,Alt-Nyerere Road,"-6.74098, 39.227556","-6.731931, 39.348146","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.227556, -6.74098]}, 'properties': {'road_name': 'Nyerere Road', 'route_name': 'Route 13', 'station': 'Ubungo', 'congestion_level': 'High'}}"
Sam Nujoma Road,12.2,Route 2,Mwenge,Kivukoni,17:00-19:00,49,114,500,Mlimani City Mall,Highway,6,Bus,Low,50,Alt-Sam Nujoma Road,"-6.855406, 39.360935","-6.896489, 39.235247","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.360935, -6.855406]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 2', 'station': 'Mwenge', 'congestion_level': 'Low'}}"
Sam Nujoma Road,18.7,Route 13,Mwenge,Magomeni,07:00-09:00,22,12,1000,National Stadium,Highway,7,Bus,Medium,50,Alt-Sam Nujoma Road,"-6.861715, 39.234103","-6.846474, 39.340705","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.234103, -6.861715]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 13', 'station': 'Mwenge', 'congestion_level': 'Medium'}}"
Bagamoyo Road,25.6,Route 12,Magomeni,Kivukoni,12:00-14:00,56,54,700,Kariakoo Market,Highway,3,Bus,Low,50,Alt-Bagamoyo Road,"-6.760431, 39.328159","-6.872347, 39.308742","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.328159, -6.760431]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 12', 'station': 'Magomeni', 'congestion_level': 'Low'}}"
Bagamoyo Road,12.2,Route 5,Mbagala,Kimara,12:00-14:00,53,61,2000,Mlimani City Mall,Feeder Road,2,Bus,Low,50,Alt-Bagamoyo Road,"-6.741205, 39.321441","-6.799357, 39.243623","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.321441, -6.741205]}, 'properties': {'road_name': 'Bagamoyo Road', 'route_name': 'Route 5', 'station': 'Mbagala', 'congestion_level': 'Low'}}"
Sam Nujoma Road,20.5,Route 9,Mbagala,Gerezani,12:00-14:00,45,67,500,Uhuru Stadium,Main Road,0,Bus,Low,50,Alt-Sam Nujoma Road,"-6.883492, 39.288898","-6.809136, 39.337413","{'type': 'Feature', 'geometry': {'type': 'Point', 'coordinates': [39.288898, -6.883492]}, 'properties': {'road_name': 'Sam Nujoma Road', 'route_name': 'Route 9', 'station': 'Mbagala', 'congestion_level': 'Low'}}"
